customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Segment
CUST_00127,188,7,13929.67,2,5,4,254,At Risk
CUST_00128,98,8,17682.85,3,5,5,355,Others
CUST_00129,53,5,12239.66,4,4,4,444,Loyal Customers
CUST_00130,350,2,887.94,1,1,1,111,Lost Customers
CUST_00131,86,4,11423.19,4,3,4,434,Others
CUST_00132,300,4,10974.71,1,3,4,134,At Risk
CUST_00133,152,5,7770.29,3,4,3,343,Others
CUST_00134,1,5,13365.039999999999,5,4,4,544,Loyal Customers
CUST_00135,46,9,35699.87,4,5,5,455,Loyal Customers
CUST_00136,245,4,11211.32,2,3,4,234,At Risk
CUST_00137,254,2,7349.259999999999,2,1,3,213,Lost Customers
CUST_00138,648,1,6541.21,1,1,2,112,Lost Customers
CUST_00139,119,5,10932.230000000001,3,4,4,344,Others
CUST_00140,226,3,6064.81,2,2,2,222,Lost Customers
CUST_00141,15,7,12789.49,5,5,4,554,Loyal Customers
CUST_00142,229,2,3190.19,2,1,1,211,Lost Customers
CUST_00143,240,5,10433.6,2,4,3,243,At Risk
CUST_00144,124,2,3092.1,3,1,1,311,Others
CUST_00145,376,1,4218.6,1,1,2,112,Lost Customers
CUST_00146,183,2,3487.71,2,1,1,211,Lost Customers
CUST_00147,39,4,5522.35,4,3,2,432,Others
CUST_00148,352,4,16878.48,1,3,5,135,At Risk
CUST_00149,166,6,15420.869999999999,2,4,5,245,At Risk
CUST_00150,37,4,14971.779999999999,5,3,4,534,Others
CUST_00151,6,3,5462.37,5,2,2,522,Others
CUST_00152,17,4,8116.83,5,3,3,533,Others
CUST_00153,27,3,8603.099999999999,5,2,3,523,Others
CUST_00154,459,2,4068.1900000000005,1,1,2,112,Lost Customers
CUST_00155,226,4,5847.76,2,3,2,232,At Risk
CUST_00156,110,4,7903.5,3,3,3,333,Others
CUST_00157,329,4,16669.1,1,3,5,135,At Risk
CUST_00158,120,2,2029.23,3,1,1,311,Others
CUST_00159,32,2,8141.69,5,1,3,513,Others
CUST_00160,69,4,13510.640000000001,4,3,4,434,Others
CUST_00161,521,1,1832.07,1,1,1,111,Lost Customers
CUST_00162,39,10,40003.340000000004,4,5,5,455,Loyal Customers
CUST_00163,20,5,7761.46,5,4,3,543,Loyal Customers
CUST_00164,192,2,14672.34,2,1,4,214,Lost Customers
CUST_00165,531,1,987.25,1,1,1,111,Lost Customers
CUST_00166,135,5,3098.26,3,4,1,341,Others
CUST_00167,113,5,14467.24,3,4,4,344,Others
CUST_00168,104,3,2777.05,3,2,1,321,Others
CUST_00169,55,2,5004.86,4,1,2,412,Others
CUST_00170,35,5,19640.6,5,4,5,545,Loyal Customers
CUST_00171,52,3,6275.719999999999,4,2,2,422,Others
CUST_00172,27,4,17185.15,5,3,5,535,Others
CUST_00173,93,3,13945.46,3,2,4,324,Others
CUST_00174,599,2,5217.87,1,1,2,112,Lost Customers
CUST_00175,92,4,13433.07,3,3,4,334,Others
CUST_00176,675,1,942.07,1,1,1,111,Lost Customers
CUST_00177,300,1,1745.56,1,1,1,111,Lost Customers
CUST_00178,25,5,10351.849999999999,5,4,3,543,Loyal Customers
CUST_00179,282,5,18603.55,1,4,5,145,At Risk
CUST_00180,39,5,7126.18,4,4,2,442,Loyal Customers
CUST_00181,1,3,6430.46,5,2,2,522,Others
CUST_00182,74,1,14332.45,4,1,4,414,Others
CUST_00183,1,4,4278.6,5,3,2,532,Others
CUST_00184,427,2,1263.07,1,1,1,111,Lost Customers
CUST_00185,140,5,6096.4800000000005,3,4,2,342,Others
CUST_00186,144,4,17959.13,3,3,5,335,Others
CUST_00187,325,3,11995.16,1,2,4,124,Lost Customers
CUST_00188,122,6,15034.33,3,4,4,344,Others
CUST_00189,21,4,8694.439999999999,5,3,3,533,Others
CUST_00190,138,4,5713.85,3,3,2,332,Others
CUST_00191,118,4,7975.57,3,3,3,333,Others
CUST_00192,124,2,3265.28,3,1,1,311,Others
CUST_00193,25,5,13433.13,5,4,4,544,Loyal Customers
CUST_00194,15,3,8656.77,5,2,3,523,Others
CUST_00195,58,7,14938.5,4,5,4,454,Loyal Customers
CUST_00196,21,5,7927.5,5,4,3,543,Loyal Customers
CUST_00197,128,2,5628.74,3,1,2,312,Others
CUST_00198,272,3,8042.860000000001,2,2,3,223,Lost Customers
CUST_00199,307,3,5226.73,1,2,2,122,Lost Customers
CUST_00200,112,5,11217.369999999999,3,4,4,344,Others
CUST_00201,147,8,16965.81,3,5,5,355,Others
CUST_00202,138,3,6388.05,3,2,2,322,Others
CUST_00203,210,3,4982.139999999999,2,2,2,222,Lost Customers
CUST_00204,33,5,15214.23,5,4,4,544,Loyal Customers
CUST_00205,429,2,3513.01,1,1,1,111,Lost Customers
CUST_00206,534,1,3898.04,1,1,1,111,Lost Customers
CUST_00207,210,5,7421.33,2,4,3,243,At Risk
CUST_00208,23,7,12751.27,5,5,4,554,Loyal Customers
CUST_00209,60,6,26808.04,4,4,5,445,Loyal Customers
CUST_00210,7,7,42397.27,5,5,5,555,Champions
CUST_00211,122,4,17469.99,3,3,5,335,Others
CUST_00212,59,8,23694.9,4,5,5,455,Loyal Customers
CUST_00213,108,5,12155.53,3,4,4,344,Others
CUST_00214,257,4,6861.85,2,3,2,232,At Risk
CUST_00215,101,8,12977.27,3,5,4,354,Others
CUST_00216,175,8,21519.809999999998,2,5,5,255,At Risk
CUST_00217,65,6,9090.46,4,4,3,443,Loyal Customers
CUST_00218,389,1,13845.85,1,1,4,114,Lost Customers
CUST_00219,309,2,4567.1900000000005,1,1,2,112,Lost Customers
CUST_00220,57,3,7029.6,4,2,2,422,Others
CUST_00221,312,3,5586.17,1,2,2,122,Lost Customers
CUST_00222,127,5,11104.07,3,4,4,344,Others
CUST_00223,1,2,6507.49,5,1,2,512,Others
CUST_00224,174,4,25239.93,2,3,5,235,At Risk
CUST_00225,36,8,12533.85,5,5,4,554,Loyal Customers
CUST_00226,54,6,16932.71,4,4,5,445,Loyal Customers
CUST_00227,166,6,13955.45,2,4,4,244,At Risk
CUST_00228,415,1,1154.11,1,1,1,111,Lost Customers
CUST_00230,143,6,14753.3,3,4,4,344,Others
CUST_00231,65,7,12121.09,4,5,4,454,Loyal Customers
CUST_00232,3,3,6925.200000000001,5,2,2,522,Others
CUST_00233,232,1,25.24,2,1,1,211,Lost Customers
CUST_00234,128,4,9996.0,3,3,3,333,Others
CUST_00235,290,5,23539.54,1,4,5,145,At Risk
CUST_00236,225,1,8919.5,2,1,3,213,Lost Customers
CUST_00237,64,3,5681.96,4,2,2,422,Others
CUST_00238,333,3,7549.51,1,2,3,123,Lost Customers
CUST_00239,28,4,7784.610000000001,5,3,3,533,Others
CUST_00240,225,6,18714.059999999998,2,4,5,245,At Risk
CUST_00241,53,9,18012.75,4,5,5,455,Loyal Customers
CUST_00242,569,1,2594.89,1,1,1,111,Lost Customers
CUST_00243,413,2,5222.450000000001,1,1,2,112,Lost Customers
CUST_00244,13,5,16105.619999999999,5,4,5,545,Loyal Customers
CUST_00245,79,5,7532.860000000001,4,4,3,443,Loyal Customers
CUST_00246,294,5,5748.97,1,4,2,142,At Risk
CUST_00247,591,3,17819.75,1,2,5,125,Lost Customers
CUST_00248,55,1,2441.29,4,1,1,411,Others
CUST_00249,222,2,12155.91,2,1,4,214,Lost Customers
CUST_00250,49,5,16092.31,4,4,5,445,Loyal Customers
CUST_00251,74,3,7384.03,4,2,3,423,Others
CUST_00252,276,6,12529.64,2,4,4,244,At Risk
CUST_00253,34,2,5099.1,5,1,2,512,Others
CUST_00254,118,4,17803.91,3,3,5,335,Others
CUST_00255,311,2,5723.860000000001,1,1,2,112,Lost Customers
CUST_00256,57,8,17454.53,4,5,5,455,Loyal Customers
CUST_00257,17,4,10120.23,5,3,3,533,Others
CUST_00258,241,6,8181.37,2,4,3,243,At Risk
CUST_00259,291,4,2501.67,1,3,1,131,At Risk
CUST_00260,84,5,14681.45,4,4,4,444,Loyal Customers
CUST_00261,146,4,15628.599999999999,3,3,5,335,Others
CUST_00262,185,3,7879.469999999999,2,2,3,223,Lost Customers
CUST_00263,26,6,10038.15,5,4,3,543,Loyal Customers
CUST_00264,54,2,13877.55,4,1,4,414,Others
CUST_00265,33,5,19411.79,5,4,5,545,Loyal Customers
CUST_00266,401,5,11798.93,1,4,4,144,At Risk
CUST_00267,136,3,5715.47,3,2,2,322,Others
CUST_00268,166,4,5212.77,2,3,2,232,At Risk
CUST_00269,52,2,7176.52,4,1,2,412,Others
CUST_00270,50,4,6834.47,4,3,2,432,Others
CUST_00271,259,9,15384.019999999999,2,5,5,255,At Risk
CUST_00272,126,5,7044.11,3,4,2,342,Others
CUST_00273,374,4,17612.72,1,3,5,135,At Risk
CUST_00274,95,7,16381.62,3,5,5,355,Others
CUST_00275,162,7,26038.18,3,5,5,355,Others
CUST_00276,8,6,17121.72,5,4,5,545,Loyal Customers
CUST_00277,208,2,3406.87,2,1,1,211,Lost Customers
CUST_00278,20,5,14517.070000000002,5,4,4,544,Loyal Customers
CUST_00279,610,1,3625.89,1,1,1,111,Lost Customers
CUST_00280,71,5,21759.86,4,4,5,445,Loyal Customers
CUST_00281,570,1,5291.58,1,1,2,112,Lost Customers
CUST_00282,83,2,3556.1,4,1,1,411,Others
CUST_00283,107,3,4068.55,3,2,2,322,Others
CUST_00284,22,4,12223.72,5,3,4,534,Others
CUST_00285,224,2,11866.05,2,1,4,214,Lost Customers
CUST_00286,8,5,4632.62,5,4,2,542,Loyal Customers
CUST_00287,131,10,28263.93,3,5,5,355,Others
CUST_00288,52,3,5743.540000000001,4,2,2,422,Others
CUST_00289,127,4,15302.960000000001,3,3,4,334,Others
CUST_00290,20,1,204.59,5,1,1,511,Others
CUST_00291,420,3,2784.2,1,2,1,121,Lost Customers
CUST_00292,121,3,11067.810000000001,3,2,4,324,Others
CUST_00294,20,3,7580.07,5,2,3,523,Others
CUST_00296,82,6,5211.27,4,4,2,442,Loyal Customers
CUST_00297,276,3,8600.93,2,2,3,223,Lost Customers
CUST_00298,84,6,18683.34,4,4,5,445,Loyal Customers
CUST_00299,268,2,1872.57,2,1,1,211,Lost Customers
CUST_00300,176,3,1994.89,2,2,1,221,Lost Customers
CUST_00301,390,2,7750.4,1,1,3,113,Lost Customers
CUST_00302,179,4,15933.779999999999,2,3,5,235,At Risk
CUST_00303,286,7,14526.52,1,5,4,154,At Risk
CUST_00304,67,7,13879.5,4,5,4,454,Loyal Customers
CUST_00305,154,8,13607.66,3,5,4,354,Others
CUST_00306,43,4,4116.84,4,3,2,432,Others
CUST_00307,42,13,32384.58,4,5,5,455,Loyal Customers
CUST_00308,79,2,5584.05,4,1,2,412,Others
CUST_00309,129,5,10054.8,3,4,3,343,Others
CUST_00310,104,4,4766.66,3,3,2,332,Others
CUST_00311,243,4,5136.24,2,3,2,232,At Risk
CUST_00312,26,6,6834.0599999999995,5,4,2,542,Loyal Customers
CUST_00313,29,4,13718.56,5,3,4,534,Others
CUST_00315,288,2,6091.639999999999,1,1,2,112,Lost Customers
CUST_00317,101,5,28379.940000000002,3,4,5,345,Others
CUST_00318,181,4,7807.7,2,3,3,233,At Risk
CUST_00319,292,4,6527.879999999999,1,3,2,132,At Risk
CUST_00320,669,1,722.55,1,1,1,111,Lost Customers
CUST_00321,253,4,4768.45,2,3,2,232,At Risk
CUST_00322,315,3,3611.05,1,2,1,121,Lost Customers
CUST_00323,51,5,5929.46,4,4,2,442,Loyal Customers
CUST_00324,5,4,4922.83,5,3,2,532,Others
CUST_00325,11,3,4511.639999999999,5,2,2,522,Others
CUST_00326,661,2,1641.14,1,1,1,111,Lost Customers
CUST_00327,24,5,16773.1,5,4,5,545,Loyal Customers
CUST_00328,604,1,1313.48,1,1,1,111,Lost Customers
CUST_00329,278,4,11716.460000000001,2,3,4,234,At Risk
CUST_00330,96,2,2165.61,3,1,1,311,Others
CUST_00331,533,1,980.78,1,1,1,111,Lost Customers
CUST_00332,14,4,11370.59,5,3,4,534,Others
CUST_00333,293,3,6493.58,1,2,2,122,Lost Customers
CUST_00334,669,1,395.04,1,1,1,111,Lost Customers
CUST_00335,332,4,12494.56,1,3,4,134,At Risk
CUST_00336,207,1,1402.75,2,1,1,211,Lost Customers
CUST_00337,138,2,4622.9,3,1,2,312,Others
CUST_00338,394,3,1898.2,1,2,1,121,Lost Customers
CUST_00339,50,2,2075.65,4,1,1,411,Others
CUST_00340,85,5,16624.55,4,4,5,445,Loyal Customers
CUST_00341,522,1,3321.16,1,1,1,111,Lost Customers
CUST_00342,295,4,13252.73,1,3,4,134,At Risk
CUST_00343,76,5,6164.44,4,4,2,442,Loyal Customers
CUST_00344,196,2,5167.1900000000005,2,1,2,212,Lost Customers
CUST_00345,61,7,21036.22,4,5,5,455,Loyal Customers
CUST_00346,169,3,2984.41,2,2,1,221,Lost Customers
CUST_00347,9,4,11432.15,5,3,4,534,Others
CUST_00348,28,1,4098.82,5,1,2,512,Others
CUST_00349,78,6,16639.65,4,4,5,445,Loyal Customers
CUST_00350,14,5,19094.93,5,4,5,545,Loyal Customers
CUST_00351,282,4,7384.51,1,3,3,133,At Risk
CUST_00352,356,2,1628.25,1,1,1,111,Lost Customers
CUST_00353,108,4,11221.34,3,3,4,334,Others
CUST_00354,152,6,16350.8,3,4,5,345,Others
CUST_00355,55,8,23281.3,4,5,5,455,Loyal Customers
CUST_00356,5,5,9827.34,5,4,3,543,Loyal Customers
CUST_00357,101,4,6199.08,3,3,2,332,Others
CUST_00358,129,5,11141.25,3,4,4,344,Others
CUST_00359,8,5,17721.09,5,4,5,545,Loyal Customers
CUST_00360,405,6,15031.46,1,4,4,144,At Risk
CUST_00361,168,7,8397.2,2,5,3,253,At Risk
CUST_00362,244,4,7028.72,2,3,2,232,At Risk
CUST_00363,301,3,8448.01,1,2,3,123,Lost Customers
CUST_00364,289,2,4809.17,1,1,2,112,Lost Customers
CUST_00365,342,1,2232.59,1,1,1,111,Lost Customers
CUST_00366,337,2,3956.29,1,1,1,111,Lost Customers
CUST_00367,334,5,6085.87,1,4,2,142,At Risk
CUST_00368,33,4,8817.52,5,3,3,533,Others
CUST_00369,361,3,12425.29,1,2,4,124,Lost Customers
CUST_00370,32,5,5394.14,5,4,2,542,Loyal Customers
CUST_00371,112,7,15539.150000000001,3,5,5,355,Others
CUST_00372,53,7,16073.65,4,5,5,455,Loyal Customers
CUST_00373,152,8,12276.509999999998,3,5,4,354,Others
CUST_00374,103,4,13581.65,3,3,4,334,Others
CUST_00375,224,5,13076.1,2,4,4,244,At Risk
CUST_00376,483,2,7264.780000000001,1,1,3,113,Lost Customers
CUST_00377,16,4,8589.01,5,3,3,533,Others
CUST_00378,445,1,170.85,1,1,1,111,Lost Customers
CUST_00379,200,3,16166.28,2,2,5,225,Lost Customers
CUST_00380,277,1,1832.33,2,1,1,211,Lost Customers
CUST_00381,54,7,44683.28,4,5,5,455,Loyal Customers
CUST_00382,281,4,9288.75,1,3,3,133,At Risk
CUST_00383,126,3,11755.57,3,2,4,324,Others
CUST_00384,414,1,1371.81,1,1,1,111,Lost Customers
CUST_00385,155,6,8386.82,3,4,3,343,Others
CUST_00386,223,4,4694.65,2,3,2,232,At Risk
CUST_00387,350,1,4606.93,1,1,2,112,Lost Customers
CUST_00388,598,2,5352.639999999999,1,1,2,112,Lost Customers
CUST_00389,129,4,4045.54,3,3,2,332,Others
CUST_00390,412,2,2764.65,1,1,1,111,Lost Customers
CUST_00391,102,5,10584.17,3,4,3,343,Others
CUST_00392,60,6,18357.78,4,4,5,445,Loyal Customers
CUST_00393,23,3,4533.93,5,2,2,522,Others
CUST_00394,87,4,5483.5599999999995,4,3,2,432,Others
CUST_00395,57,1,990.69,4,1,1,411,Others
CUST_00396,154,4,7088.76,3,3,2,332,Others
CUST_00397,35,1,2090.62,5,1,1,511,Others
CUST_00398,159,6,9548.17,3,4,3,343,Others
CUST_00399,36,8,22252.89,5,5,5,555,Champions
CUST_00400,286,1,4722.34,1,1,2,112,Lost Customers
CUST_00401,212,8,20458.47,2,5,5,255,At Risk
CUST_00402,347,4,6831.610000000001,1,3,2,132,At Risk
CUST_00403,11,3,6029.860000000001,5,2,2,522,Others
CUST_00404,181,7,12751.07,2,5,4,254,At Risk
CUST_00405,75,6,14717.57,4,4,4,444,Loyal Customers
CUST_00406,93,3,4873.16,3,2,2,322,Others
CUST_00407,54,2,1077.19,4,1,1,411,Others
CUST_00408,321,6,20367.12,1,4,5,145,At Risk
CUST_00409,110,2,1991.1299999999999,3,1,1,311,Others
CUST_00410,46,4,7104.08,4,3,2,432,Others
CUST_00411,290,3,3875.26,1,2,1,121,Lost Customers
CUST_00412,149,6,11637.93,3,4,4,344,Others
CUST_00413,2,5,9097.61,5,4,3,543,Loyal Customers
CUST_00414,283,4,14713.710000000001,1,3,4,134,At Risk
CUST_00415,64,4,2133.08,4,3,1,431,Others
CUST_00416,175,2,1497.7800000000002,2,1,1,211,Lost Customers
CUST_00417,76,7,10958.05,4,5,4,454,Loyal Customers
CUST_00418,202,3,6888.04,2,2,2,222,Lost Customers
CUST_00419,594,1,856.0,1,1,1,111,Lost Customers
CUST_00420,3,5,17722.68,5,4,5,545,Loyal Customers
CUST_00421,134,4,10407.96,3,3,3,333,Others
CUST_00422,213,4,20495.72,2,3,5,235,At Risk
CUST_00423,97,7,16572.59,3,5,5,355,Others
CUST_00424,106,2,10770.56,3,1,4,314,Others
CUST_00425,19,5,18575.08,5,4,5,545,Loyal Customers
CUST_00427,49,7,11592.24,4,5,4,454,Loyal Customers
CUST_00428,75,6,14237.03,4,4,4,444,Loyal Customers
CUST_00429,304,6,12314.16,1,4,4,144,At Risk
CUST_00431,55,6,34614.22,4,4,5,445,Loyal Customers
CUST_00432,48,9,14164.67,4,5,4,454,Loyal Customers
CUST_00433,201,3,2527.4500000000003,2,2,1,221,Lost Customers
CUST_00434,27,4,16092.07,5,3,5,535,Others
CUST_00435,122,8,16287.76,3,5,5,355,Others
CUST_00436,372,2,9133.45,1,1,3,113,Lost Customers
CUST_00437,87,7,10976.939999999999,4,5,4,454,Loyal Customers
CUST_00438,314,4,9548.05,1,3,3,133,At Risk
CUST_00440,6,5,7545.32,5,4,3,543,Loyal Customers
CUST_00441,258,7,16651.079999999998,2,5,5,255,At Risk
CUST_00442,601,1,2467.62,1,1,1,111,Lost Customers
CUST_00443,28,6,14415.0,5,4,4,544,Loyal Customers
CUST_00444,370,6,20850.309999999998,1,4,5,145,At Risk
CUST_00445,131,4,17725.97,3,3,5,335,Others
CUST_00446,68,5,19688.24,4,4,5,445,Loyal Customers
CUST_00447,362,5,9544.49,1,4,3,143,At Risk
CUST_00448,24,6,14314.18,5,4,4,544,Loyal Customers
CUST_00449,264,6,7589.24,2,4,3,243,At Risk
CUST_00450,11,4,20670.16,5,3,5,535,Others
CUST_00451,144,2,1628.58,3,1,1,311,Others
CUST_00452,9,7,20971.300000000003,5,5,5,555,Champions
CUST_00453,276,2,1895.1999999999998,2,1,1,211,Lost Customers
CUST_00454,54,8,20218.23,4,5,5,455,Loyal Customers
CUST_00455,192,2,12246.34,2,1,4,214,Lost Customers
CUST_00456,44,5,11394.98,4,4,4,444,Loyal Customers
CUST_00457,33,2,4799.23,5,1,2,512,Others
CUST_00458,72,5,9307.310000000001,4,4,3,443,Loyal Customers
CUST_00459,150,7,17749.31,3,5,5,355,Others
CUST_00460,79,5,19979.5,4,4,5,445,Loyal Customers
CUST_00461,88,4,14165.68,4,3,4,434,Others
CUST_00462,276,3,2273.7200000000003,2,2,1,221,Lost Customers
CUST_00463,54,10,15125.48,4,5,4,454,Loyal Customers
CUST_00464,204,3,6218.8099999999995,2,2,2,222,Lost Customers
CUST_00465,127,6,8632.380000000001,3,4,3,343,Others
CUST_00466,1,6,11192.88,5,4,4,544,Loyal Customers
CUST_00467,145,4,8587.57,3,3,3,333,Others
CUST_00468,473,4,7795.22,1,3,3,133,At Risk
CUST_00469,335,4,4461.67,1,3,2,132,At Risk
CUST_00470,23,4,13620.810000000001,5,3,4,534,Others
CUST_00471,245,3,14929.64,2,2,4,224,Lost Customers
CUST_00472,44,3,15666.91,4,2,5,425,Others
CUST_00473,156,1,824.61,3,1,1,311,Others
CUST_00474,7,4,4961.31,5,3,2,532,Others
CUST_00475,33,10,15121.779999999999,5,5,4,554,Loyal Customers
CUST_00477,673,1,1405.92,1,1,1,111,Lost Customers
