order_id,customer_id,order_date,amount,category,city,payment_method
ORD_000113,CUST_04785,2024-12-13,6637.38,Fashion,Delhi,Net Banking
ORD_000114,CUST_03908,2023-01-07,4127.22,Beauty,Hyderabad,Net Banking
ORD_000115,CUST_03433,2024-07-05,2508.74,Groceries,Delhi,Card
ORD_000116,CUST_04000,2023-08-13,5128.8,Beauty,Mumbai,Net Banking
ORD_000117,CUST_00238,2024-02-03,4069.92,Beauty,Mumbai,Card
ORD_000118,CUST_03829,2023-05-11,516.24,Groceries,Delhi,UPI
ORD_000119,CUST_03228,2024-08-29,5577.03,Groceries,Chennai,UPI
ORD_000120,CUST_03512,2023-05-19,1937.75,Home,Bangalore,UPI
ORD_000121,CUST_02132,2024-01-24,4118.37,Beauty,Bangalore,Net Banking
ORD_000122,CUST_02678,2023-12-12,5660.61,Home,Hyderabad,Net Banking
ORD_000123,CUST_02067,2023-03-25,956.83,Home,Chennai,UPI
ORD_000124,CUST_02867,2023-08-18,291.48,Fashion,Chennai,UPI
ORD_000125,CUST_02026,2023-07-24,646.72,Fashion,Delhi,Card
ORD_000126,CUST_01955,2023-05-10,1392.64,Home,Chennai,Card
ORD_000127,CUST_03810,2024-12-17,4259.57,Beauty,Hyderabad,Card
ORD_000128,CUST_04964,2024-09-13,4928.36,Fashion,Bangalore,COD
ORD_000129,CUST_00886,2024-08-15,17.44,Fashion,Hyderabad,Net Banking
ORD_000130,CUST_03250,2023-07-23,1787.19,Fashion,Delhi,Card
ORD_000131,CUST_00835,2024-12-14,1350.68,Beauty,Delhi,UPI
ORD_000132,CUST_04637,2023-02-12,627.92,Beauty,Delhi,Net Banking
ORD_000133,CUST_03036,2023-03-12,319.2,Groceries,Hyderabad,UPI
ORD_000134,CUST_03442,2024-05-16,1029.77,Fashion,Mumbai,COD
ORD_000135,CUST_03767,2024-12-25,7157.8,Electronics,Mumbai,Card
ORD_000136,CUST_04275,2024-10-28,975.96,Beauty,Delhi,Net Banking
ORD_000137,CUST_03809,2024-03-22,1828.63,Groceries,Hyderabad,COD
ORD_000138,CUST_02012,2023-03-30,3035.22,Beauty,Mumbai,Card
ORD_000139,CUST_03807,2024-08-06,1129.94,Groceries,Mumbai,COD
ORD_000140,CUST_00236,2024-05-21,8919.5,Beauty,Bangalore,Net Banking
ORD_000141,CUST_01738,2023-12-30,8205.02,Beauty,Hyderabad,COD
ORD_000142,CUST_04884,2024-12-19,725.15,Beauty,Delhi,UPI
ORD_000143,CUST_04233,2023-07-15,1719.15,Fashion,Bangalore,Net Banking
ORD_000144,CUST_04003,2024-07-22,894.83,Electronics,Mumbai,Net Banking
ORD_000145,CUST_03672,2023-01-18,838.12,Fashion,Hyderabad,Card
ORD_000146,CUST_03313,2024-12-09,93.96,Electronics,Hyderabad,COD
ORD_000147,CUST_03877,2024-07-20,2351.23,Groceries,Hyderabad,Net Banking
ORD_000148,CUST_04509,2023-12-05,1746.3,Beauty,Mumbai,COD
ORD_000149,CUST_02512,2023-09-15,132.13,Electronics,Chennai,Card
ORD_000150,CUST_02585,2023-05-03,816.56,Groceries,Bangalore,Card
ORD_000151,CUST_01773,2024-05-10,5972.15,Beauty,Delhi,COD
ORD_000152,CUST_00824,2023-07-18,684.65,Beauty,Bangalore,COD
ORD_000153,CUST_01470,2023-11-06,391.33,Fashion,Delhi,Card
ORD_000154,CUST_02248,2023-02-16,1680.68,Fashion,Delhi,COD
ORD_000155,CUST_01035,2024-10-15,10610.09,Home,Chennai,UPI
ORD_000156,CUST_04703,2023-10-19,692.86,Home,Mumbai,Net Banking
ORD_000157,CUST_02792,2023-07-08,2787.89,Fashion,Hyderabad,Net Banking
ORD_000158,CUST_00935,2023-03-08,3584.72,Home,Mumbai,UPI
ORD_000159,CUST_04727,2024-10-06,678.33,Fashion,Bangalore,Card
ORD_000160,CUST_04611,2023-11-08,3256.87,Fashion,Bangalore,UPI
ORD_000161,CUST_04572,2024-03-02,1146.31,Groceries,Delhi,Card
ORD_000162,CUST_04281,2024-01-25,2501.26,Home,Mumbai,COD
ORD_000163,CUST_04822,2024-03-15,2509.59,Beauty,Delhi,UPI
ORD_000164,CUST_04995,2023-04-12,1918.46,Electronics,Bangalore,COD
ORD_000165,CUST_00666,2023-06-10,236.57,Electronics,Bangalore,UPI
ORD_000166,CUST_01283,2023-01-03,4509.11,Home,Mumbai,Net Banking
ORD_000167,CUST_02386,2023-02-03,967.03,Electronics,Hyderabad,COD
ORD_000168,CUST_03720,2023-03-14,516.08,Electronics,Hyderabad,Card
ORD_000169,CUST_03483,2023-04-28,104.07,Groceries,Bangalore,Card
ORD_000170,CUST_02177,2023-05-26,2234.45,Fashion,Chennai,Card
ORD_000171,CUST_02520,2024-09-01,2829.63,Groceries,Hyderabad,Net Banking
ORD_000172,CUST_01019,2024-04-24,41.82,Beauty,Mumbai,COD
ORD_000173,CUST_04100,2024-07-06,1794.08,Home,Mumbai,UPI
ORD_000174,CUST_04900,2023-02-10,642.06,Home,Hyderabad,COD
ORD_000175,CUST_00212,2023-04-04,2590.31,Electronics,Delhi,UPI
ORD_000176,CUST_02208,2024-08-13,479.01,Fashion,Bangalore,Net Banking
ORD_000177,CUST_04252,2024-10-29,2935.53,Home,Hyderabad,Card
ORD_000178,CUST_04796,2024-03-22,1222.4,Home,Chennai,Net Banking
ORD_000179,CUST_02851,2024-02-23,6900.86,Beauty,Hyderabad,UPI
ORD_000180,CUST_01318,2023-12-04,369.86,Home,Mumbai,COD
ORD_000181,CUST_03281,2024-07-17,1042.83,Fashion,Mumbai,UPI
ORD_000182,CUST_02577,2023-09-16,301.11,Beauty,Chennai,Net Banking
ORD_000183,CUST_04216,2023-01-02,6465.48,Groceries,Mumbai,Net Banking
ORD_000184,CUST_00445,2023-07-12,5245.83,Groceries,Hyderabad,Net Banking
ORD_000185,CUST_03622,2023-02-22,745.82,Electronics,Hyderabad,Card
ORD_000186,CUST_02360,2024-03-24,2696.91,Home,Chennai,UPI
ORD_000187,CUST_04988,2023-09-03,4248.71,Electronics,Hyderabad,UPI
ORD_000188,CUST_04525,2024-02-22,2025.33,Fashion,Bangalore,UPI
ORD_000189,CUST_03781,2023-05-01,1885.7,Electronics,Mumbai,COD
ORD_000190,CUST_04169,2024-12-23,692.19,Beauty,Mumbai,Net Banking
ORD_000191,CUST_03869,2023-09-07,244.32,Home,Delhi,Card
ORD_000192,CUST_03143,2023-07-15,5687.81,Groceries,Delhi,Card
ORD_000193,CUST_00572,2023-10-10,5766.94,Home,Hyderabad,COD
ORD_000194,CUST_00022,2023-10-17,2506.67,Beauty,Delhi,Net Banking
ORD_000195,CUST_01218,2024-04-02,1035.12,Groceries,Mumbai,COD
ORD_000196,CUST_02724,2024-07-19,1073.92,Groceries,Mumbai,Net Banking
ORD_000197,CUST_02637,2023-07-13,3236.16,Electronics,Delhi,Net Banking
ORD_000198,CUST_01914,2024-02-25,5685.24,Fashion,Hyderabad,Net Banking
ORD_000199,CUST_03124,2024-01-31,5452.83,Electronics,Mumbai,UPI
ORD_000200,CUST_01035,2024-05-29,3783.91,Groceries,Hyderabad,UPI
ORD_000201,CUST_03607,2023-04-13,2568.28,Groceries,Mumbai,UPI
ORD_000202,CUST_01181,2024-02-24,219.73,Electronics,Chennai,Net Banking
ORD_000203,CUST_02172,2023-12-13,440.74,Groceries,Mumbai,UPI
ORD_000204,CUST_02692,2024-11-21,5720.58,Groceries,Mumbai,COD
ORD_000205,CUST_03998,2024-07-08,2331.23,Fashion,Delhi,UPI
ORD_000206,CUST_01924,2024-10-08,23.1,Beauty,Bangalore,UPI
ORD_000207,CUST_03556,2023-04-11,267.49,Fashion,Mumbai,Card
ORD_000208,CUST_02454,2023-01-30,2722.91,Fashion,Hyderabad,UPI
ORD_000209,CUST_02404,2024-01-03,12.69,Beauty,Mumbai,Card
ORD_000210,CUST_02001,2024-06-27,438.29,Home,Delhi,Card
ORD_000211,CUST_01393,2023-06-29,1989.24,Fashion,Delhi,Net Banking
ORD_000212,CUST_01973,2024-05-24,2943.29,Groceries,Bangalore,Card
ORD_000213,CUST_03778,2024-10-15,2638.6,Beauty,Mumbai,COD
ORD_000214,CUST_00077,2024-04-21,634.87,Beauty,Delhi,Card
ORD_000215,CUST_00606,2024-03-28,3113.54,Beauty,Delhi,COD
ORD_000216,CUST_03476,2024-12-07,677.06,Beauty,Mumbai,COD
ORD_000217,CUST_01632,2024-01-29,984.09,Home,Chennai,Card
ORD_000218,CUST_03125,2024-08-08,3430.89,Beauty,Delhi,COD
ORD_000219,CUST_02419,2023-01-23,2621.93,Home,Hyderabad,UPI
ORD_000220,CUST_04637,2024-12-03,4729.89,Fashion,Delhi,Net Banking
ORD_000221,CUST_02345,2023-08-24,2679.53,Groceries,Hyderabad,Card
ORD_000222,CUST_01558,2024-09-27,2100.11,Beauty,Bangalore,UPI
ORD_000223,CUST_00323,2023-11-13,245.89,Home,Chennai,COD
ORD_000224,CUST_01077,2023-04-03,1146.04,Beauty,Hyderabad,Net Banking
ORD_000225,CUST_01439,2023-07-25,770.4,Electronics,Delhi,COD
ORD_000226,CUST_04349,2024-05-28,699.25,Beauty,Bangalore,COD
ORD_000227,CUST_03948,2023-10-30,9030.77,Beauty,Chennai,Net Banking
ORD_000228,CUST_00617,2023-05-25,1248.47,Electronics,Mumbai,COD
ORD_000229,CUST_00740,2024-02-09,5565.14,Fashion,Hyderabad,UPI
ORD_000230,CUST_03726,2024-01-13,2493.34,Beauty,Delhi,Net Banking
ORD_000231,CUST_03044,2023-04-21,3959.56,Electronics,Mumbai,UPI
ORD_000232,CUST_04600,2023-12-02,1746.09,Groceries,Bangalore,UPI
ORD_000233,CUST_03804,2024-12-18,2150.39,Beauty,Mumbai,UPI
ORD_000234,CUST_01146,2023-02-16,1695.73,Fashion,Hyderabad,Net Banking
ORD_000235,CUST_00952,2023-04-10,543.04,Electronics,Delhi,Card
ORD_000236,CUST_03184,2024-04-09,3204.4,Beauty,Delhi,Net Banking
ORD_000237,CUST_04812,2023-06-08,823.94,Home,Chennai,Net Banking
ORD_000238,CUST_03344,2023-10-14,61.54,Fashion,Hyderabad,Card
ORD_000239,CUST_03633,2024-03-31,2592.42,Electronics,Hyderabad,UPI
ORD_000240,CUST_03010,2024-07-11,487.33,Beauty,Chennai,Net Banking
ORD_000241,CUST_02261,2023-07-14,7052.71,Fashion,Mumbai,UPI
ORD_000242,CUST_01738,2024-10-19,7693.91,Groceries,Chennai,UPI
ORD_000243,CUST_02733,2023-09-07,6158.77,Electronics,Delhi,Card
ORD_000244,CUST_00563,2024-07-21,1155.72,Electronics,Delhi,Card
ORD_000245,CUST_01909,2023-12-03,38.94,Electronics,Delhi,UPI
ORD_000246,CUST_02272,2023-05-29,6588.81,Electronics,Delhi,COD
ORD_000247,CUST_01430,2023-04-23,1397.35,Fashion,Bangalore,UPI
ORD_000248,CUST_02935,2023-09-01,8502.11,Groceries,Hyderabad,UPI
ORD_000249,CUST_01428,2023-09-29,8284.34,Fashion,Bangalore,Net Banking
ORD_000250,CUST_04310,2023-04-27,4793.47,Fashion,Mumbai,Net Banking
ORD_000251,CUST_02966,2024-06-09,871.94,Groceries,Chennai,Net Banking
ORD_000252,CUST_04128,2023-08-15,1215.73,Groceries,Chennai,COD
ORD_000253,CUST_03753,2024-10-20,4761.82,Fashion,Chennai,Net Banking
ORD_000254,CUST_03291,2024-03-12,952.87,Fashion,Mumbai,Net Banking
ORD_000255,CUST_00603,2023-03-24,464.3,Beauty,Delhi,Card
ORD_000256,CUST_00539,2023-05-10,2034.34,Beauty,Delhi,COD
ORD_000257,CUST_03121,2024-09-03,6878.23,Groceries,Hyderabad,Net Banking
ORD_000258,CUST_04142,2024-09-11,2977.06,Home,Chennai,UPI
ORD_000259,CUST_04517,2023-08-09,2110.28,Home,Mumbai,Card
ORD_000260,CUST_03390,2023-12-14,255.57,Home,Mumbai,Net Banking
ORD_000261,CUST_00779,2023-11-17,2386.33,Home,Hyderabad,COD
ORD_000262,CUST_03067,2023-06-06,11526.42,Home,Chennai,UPI
ORD_000263,CUST_00700,2023-04-06,377.3,Home,Chennai,COD
ORD_000264,CUST_01066,2024-07-23,1826.24,Fashion,Delhi,COD
ORD_000265,CUST_01002,2024-02-25,5246.52,Beauty,Mumbai,UPI
ORD_000266,CUST_02357,2024-09-06,3375.09,Beauty,Hyderabad,UPI
ORD_000267,CUST_04735,2024-06-03,2985.19,Electronics,Bangalore,Net Banking
ORD_000268,CUST_01838,2023-04-21,3030.72,Beauty,Delhi,COD
ORD_000269,CUST_00942,2023-10-13,1113.73,Groceries,Bangalore,Net Banking
ORD_000270,CUST_04596,2024-09-28,868.91,Groceries,Delhi,UPI
ORD_000271,CUST_04989,2024-11-04,4143.44,Beauty,Chennai,Card
ORD_000272,CUST_02239,2024-12-20,4153.32,Beauty,Hyderabad,COD
ORD_000273,CUST_00051,2023-07-05,5044.88,Electronics,Delhi,Net Banking
ORD_000274,CUST_00571,2023-05-26,6111.54,Fashion,Chennai,Card
ORD_000275,CUST_03082,2024-03-05,1790.23,Home,Hyderabad,Card
ORD_000276,CUST_03032,2023-11-16,1740.46,Beauty,Delhi,UPI
ORD_000277,CUST_00431,2023-06-09,4002.37,Electronics,Delhi,UPI
ORD_000278,CUST_00669,2023-10-06,2624.3,Home,Mumbai,Net Banking
ORD_000279,CUST_04974,2024-03-28,3026.38,Home,Hyderabad,Card
ORD_000280,CUST_04198,2023-04-27,3971.55,Beauty,Mumbai,UPI
ORD_000281,CUST_02321,2024-11-25,5518.31,Groceries,Mumbai,COD
ORD_000282,CUST_00373,2023-08-14,1031.21,Home,Delhi,UPI
ORD_000283,CUST_00063,2023-07-29,1177.34,Beauty,Bangalore,Card
ORD_000284,CUST_02094,2023-10-24,246.74,Beauty,Chennai,UPI
ORD_000285,CUST_04075,2024-03-16,2158.54,Electronics,Bangalore,Net Banking
ORD_000286,CUST_04363,2024-12-21,91.51,Electronics,Delhi,COD
ORD_000287,CUST_00591,2024-02-11,1566.52,Fashion,Mumbai,UPI
ORD_000288,CUST_03767,2023-03-21,1955.74,Beauty,Delhi,Net Banking
ORD_000289,CUST_04698,2024-02-19,844.08,Home,Hyderabad,UPI
ORD_000290,CUST_03319,2023-01-22,2234.08,Beauty,Bangalore,Net Banking
ORD_000291,CUST_02965,2023-04-01,77.44,Home,Chennai,Card
ORD_000292,CUST_03570,2024-08-26,95.16,Home,Delhi,UPI
ORD_000293,CUST_03243,2023-11-14,4323.38,Beauty,Bangalore,COD
ORD_000294,CUST_01378,2023-03-20,1116.46,Groceries,Chennai,Card
ORD_000295,CUST_02863,2023-12-26,339.72,Electronics,Bangalore,UPI
ORD_000296,CUST_01200,2023-09-20,1846.63,Electronics,Bangalore,Card
ORD_000297,CUST_00618,2023-07-01,3674.12,Home,Mumbai,Net Banking
ORD_000298,CUST_04625,2024-10-20,607.8,Groceries,Hyderabad,COD
ORD_000299,CUST_01237,2024-03-26,2438.05,Fashion,Mumbai,Net Banking
ORD_000300,CUST_02481,2023-10-09,223.03,Groceries,Chennai,COD
ORD_000301,CUST_04157,2023-03-17,132.66,Beauty,Mumbai,Net Banking
ORD_000302,CUST_00309,2023-02-28,1894.77,Beauty,Hyderabad,UPI
ORD_000303,CUST_00740,2024-09-21,1944.78,Groceries,Delhi,Net Banking
ORD_000304,CUST_03791,2024-08-17,2536.34,Groceries,Chennai,Net Banking
ORD_000305,CUST_04684,2024-10-29,3237.4,Electronics,Hyderabad,Net Banking
ORD_000306,CUST_04108,2023-06-04,9308.89,Fashion,Mumbai,UPI
ORD_000307,CUST_02814,2023-03-28,1815.73,Groceries,Bangalore,UPI
ORD_000308,CUST_02030,2024-12-25,975.05,Home,Mumbai,Card
ORD_000309,CUST_02982,2024-01-17,3964.13,Beauty,Mumbai,Net Banking
ORD_000310,CUST_02772,2024-11-26,789.63,Groceries,Chennai,COD
ORD_000311,CUST_00540,2023-12-04,1444.96,Fashion,Delhi,Net Banking
ORD_000312,CUST_02328,2023-09-16,204.26,Groceries,Bangalore,COD
ORD_000313,CUST_00668,2024-08-19,64.19,Electronics,Hyderabad,COD
ORD_000314,CUST_03211,2023-05-13,8218.45,Groceries,Chennai,COD
ORD_000315,CUST_04579,2024-01-21,4519.42,Beauty,Bangalore,UPI
ORD_000316,CUST_03469,2024-06-04,2976.61,Beauty,Chennai,COD
ORD_000317,CUST_02531,2023-07-04,1314.65,Electronics,Hyderabad,Net Banking
ORD_000318,CUST_01573,2023-08-20,475.77,Electronics,Bangalore,UPI
ORD_000319,CUST_02424,2023-04-14,425.3,Groceries,Delhi,UPI
ORD_000320,CUST_02759,2024-09-24,720.01,Electronics,Delhi,Net Banking
ORD_000321,CUST_01264,2023-06-16,1991.98,Electronics,Delhi,Card
ORD_000322,CUST_03586,2023-02-14,3134.62,Home,Hyderabad,Card
ORD_000323,CUST_03639,2024-09-17,2698.48,Beauty,Mumbai,Card
ORD_000324,CUST_04375,2023-09-02,821.03,Beauty,Mumbai,Card
ORD_000325,CUST_03014,2024-11-25,7745.26,Groceries,Mumbai,Net Banking
ORD_000326,CUST_02309,2024-01-27,3347.54,Groceries,Delhi,Net Banking
ORD_000327,CUST_01328,2023-07-24,2020.58,Groceries,Bangalore,COD
ORD_000328,CUST_00428,2024-10-18,2365.08,Home,Hyderabad,UPI
ORD_000329,CUST_04227,2023-05-08,1360.09,Beauty,Chennai,Card
ORD_000330,CUST_02235,2024-04-05,711.65,Groceries,Bangalore,Net Banking
ORD_000331,CUST_00752,2023-08-16,1100.04,Home,Hyderabad,UPI
ORD_000332,CUST_03399,2023-02-24,3545.45,Home,Delhi,COD
ORD_000333,CUST_01932,2024-01-31,36.25,Fashion,Hyderabad,Card
ORD_000334,CUST_00231,2023-11-23,308.45,Fashion,Hyderabad,Card
ORD_000335,CUST_01128,2023-02-09,117.74,Beauty,Mumbai,Card
ORD_000336,CUST_03843,2024-04-04,103.95,Groceries,Chennai,UPI
ORD_000337,CUST_00156,2023-09-20,4835.51,Electronics,Bangalore,Net Banking
ORD_000338,CUST_00911,2023-10-23,3040.6,Electronics,Hyderabad,UPI
ORD_000339,CUST_00392,2023-09-02,1606.96,Home,Delhi,Net Banking
ORD_000340,CUST_00515,2023-04-24,257.39,Home,Delhi,UPI
ORD_000341,CUST_04222,2024-08-11,1691.29,Electronics,Bangalore,COD
ORD_000342,CUST_03517,2023-01-02,1603.63,Groceries,Hyderabad,Card
ORD_000343,CUST_04675,2024-03-02,475.49,Electronics,Chennai,COD
ORD_000344,CUST_00555,2024-06-22,1422.25,Groceries,Delhi,UPI
ORD_000345,CUST_03199,2024-04-26,1270.84,Fashion,Mumbai,COD
ORD_000346,CUST_02078,2023-01-17,2391.81,Beauty,Chennai,COD
ORD_000347,CUST_01976,2024-11-03,2520.29,Fashion,Delhi,COD
